Date,Close,High,Low,Open,Volume,EMA_8,EMA_21,EMA_50,EMA_200,EMA_TREND_SCORE,RSI_14,SMI
2022-04-25,1226.2574462890625,1255.1051538112451,1211.9928211860372,1247.825046254362,17063215,1220.706341542401,1192.1896485489954,1154.5028499265716,1113.678710047439,0.023255062042398862,53.634103812184385,46.32183438405174
2022-04-26,1262.9541015625,1271.7586153913803,1232.0360622414871,1233.0825422871724,12227666,1230.0947326579785,1198.622780641132,1158.755840186804,1115.1640373261957,0.024919315735947977,59.15445930227711,64.16916159145202
2022-04-27,1264.1827392578125,1286.7740721528176,1253.5808548135026,1253.9449263825295,19338945,1237.6698452357193,1204.582776879012,1162.8902283856673,1116.6468104797443,0.02617269428637534,63.209025340141835,65.96493812343873
2022-04-28,1283.0657958984375,1297.2394339221792,1267.7090756457555,1278.56117721433,25614076,1247.757834271879,1211.717596789869,1167.6029957391095,1118.302720782418,0.02808915770120229,66.43205083508892,73.99891130915907
2022-04-29,1269.597412109375,1299.5827089210004,1263.7049887259216,1299.5827089210004,18214862,1252.6110737913225,1216.9793981825514,1171.6027767732376,1119.8081405966166,0.028065334151532912,68.28732184332412,67.03153396819798
2022-05-02,1265.13818359375,1276.5362108883514,1254.9458650066724,1256.7432351242765,9467006,1255.3948759696398,1221.3574695835694,1175.2708319426695,1121.25421067619,0.026904101723800478,64.67754722472176,60.758609406473475
2022-05-04,1225.64306640625,1269.4835388914837,1217.748671405608,1267.2084828840266,19247660,1248.783362733331,1221.7470692947222,1177.2462136863394,1122.2929057580811,0.02205886377498365,56.49158893093879,31.50662446119278
2022-05-05,1201.641357421875,1242.182926337161,1197.591798062594,1239.2253410637345,17210669,1238.3073615530075,1219.9192773062816,1178.2028859896939,1123.0824425905569,0.015302472849451127,56.17698966648514,1.2346003663988219
2022-05-06,1192.42724609375,1209.8769247815503,1180.0963532492094,1188.582409796725,19649948,1228.1117803398392,1217.420001741506,1178.7607040329901,1123.772440635365,0.008966399110183246,55.24953963581529,-19.86670045553454
2022-05-09,1145.8568115234375,1181.711782557566,1140.715158224648,1171.6331985147317,18083752,1209.8328983806389,1210.914257176227,1177.4703553071254,1123.992185619326,0.0,48.30066224834688,-57.53704600793641
2022-05-10,1125.9954833984375,1149.633416525882,1118.419545268301,1135.255056944122,19511677,1191.2023617179275,1203.1943686509733,1175.4517328793336,1124.012118930561,0.0,38.10582662139848,-75.89592597880245
2022-05-11,1114.4609375,1130.6821606199796,1102.0163098457965,1125.0854480941018,16643899,1174.1487118917214,1195.1276930917938,1173.0599369821048,1123.917082299411,0.0,29.17283405736596,-82.11015833974321
2022-05-12,1091.755859375,1107.885974171999,1078.378486557952,1104.5416911448524,20490321,1155.8391891102278,1185.7302536629943,1169.8715417818262,1123.597070131009,0.0,19.742267144681918,-85.28215631133351
2022-05-13,1104.1322021484375,1127.5197990708434,1099.0132956252585,1103.8592387327842,19308778,1144.3487475631634,1178.3122489798527,1167.2935284628697,1123.4033898525756,0.0,23.895988798300692,-80.80476900799573
2022-05-16,1104.4051513671875,1128.8847193240686,1099.6047027471154,1107.7039403213955,13437911,1135.4723928529465,1171.5934219241558,1164.8273175963725,1123.214352653716,0.0,26.63584257712732,-78.58852083474916
2022-05-17,1150.7935791015625,1155.685015762583,1106.5891549718588,1107.9997065605392,16551828,1138.8771009081945,1169.7025271221019,1164.2769749103018,1123.4887728173765,0.0,29.26480962519007,-56.31649161438765
2022-05-18,1154.979736328125,1169.3808421611643,1141.2839062872033,1155.5712773721964,17276788,1142.4554643348458,1168.3640915953765,1163.912377318844,1123.8021157378814,0.0,30.029944223470423,-43.45948294063543
2022-05-19,1128.3614501953125,1143.2176150806663,1122.0823293936187,1130.2498080381897,14699118,1139.3234611927273,1164.7274878317342,1162.5182233139997,1123.8474822498958,0.0,22.487428349625176,-49.14928891341954
2022-05-20,1194.1563720703125,1203.2338502041005,1138.440180194292,1143.2177622581032,21793091,1151.5085524988574,1167.4028409443322,1163.7589350299336,1124.5470731933826,0.0,38.68877470526458,-17.916587883399608
